,cluster
7460,478
7461,470
7462,323
7463,478
7464,478
7465,136
7466,478
7467,478
7468,366
7469,208
7470,227
7471,207
7472,478
7473,367
7474,478
7475,478
7476,478
7477,478
7478,302
7479,478
7480,402
7481,168
7482,478
7483,478
7484,322
7485,344
7486,425
7487,478
7488,138
7489,478
7490,361
7491,466
7492,478
7493,436
7494,16
7495,478
7496,361
7497,132
7498,478
7499,478
7500,181
7501,478
7502,478
7503,448
7504,478
7505,366
7506,160
7507,478
7508,478
7509,478
7510,478
7511,478
7512,478
7513,478
7514,478
7515,478
7516,48
7517,478
7518,341
7519,478
7520,61
7521,478
7522,478
7523,31
7524,246
7525,440
7526,478
7527,331
7528,382
7529,478
7530,478
7531,157
7532,478
7533,478
7534,466
7535,395
7536,210
7537,478
7538,455
7539,478
7540,478
7541,478
7542,478
7543,403
7544,383
7545,305
7546,478
7547,478
7548,476
7549,478
7550,470
7551,69
7552,419
7553,194
7554,5
7555,60
7556,478
7557,478
7558,474
7559,478
7560,199
7561,478
7562,478
7563,478
7564,478
7565,478
7566,478
7567,478
7568,478
7569,467
7570,478
7571,120
7572,478
7573,478
7574,214
7575,478
7576,478
7577,478
7578,478
7579,454
7580,284
7581,478
7582,478
7583,394
7584,375
7585,101
7586,469
7587,478
7588,344
7589,478
7590,478
7591,51
7592,315
7593,478
7594,478
7595,436
7596,424
7597,478
7598,478
7599,478
7600,160
7601,143
7602,478
7603,478
7604,478
7605,478
7606,246
7607,478
7608,478
7609,478
7610,205
7611,478
7612,478
7613,478
7614,478
7615,435
7616,460
7617,478
7618,269
7619,48
7620,236
7621,478
7622,36
7623,459
7624,459
7625,478
7626,478
7627,428
7628,354
7629,145
7630,455
7631,459
7632,478
7633,478
7634,414
7635,478
7636,478
7637,190
7638,361
7639,216
7640,45
7641,478
7642,478
7643,365
7644,478
7645,22
7646,41
7647,478
7648,152
7649,478
7650,324
7651,64
7652,478
7653,350
7654,115
7655,478
7656,478
7657,478
7658,478
7659,478
7660,478
7661,459
7662,478
7663,154
7664,478
7665,391
7666,29
7667,478
7668,478
7669,429
7670,478
7671,281
7672,478
7673,478
7674,478
7675,478
7676,474
7677,478
7678,379
7679,403
7680,254
7681,347
7682,306
7683,476
7684,478
7685,478
7686,478
7687,210
7688,478
7689,462
7690,271
7691,478
7692,443
7693,396
7694,478
7695,395
7696,71
7697,478
7698,354
7699,478
7700,478
7701,215
7702,378
7703,228
7704,478
7705,231
7706,478
7707,478
7708,423
7709,248
7710,273
7711,478
7712,293
7713,478
7714,474
7715,478
7716,439
7717,478
7718,430
7719,478
7720,478
7721,355
7722,273
7723,478
7724,478
7725,478
7726,436
7727,478
7728,478
7729,219
7730,334
7731,255
7732,412
7733,62
7734,478
7735,478
7736,478
7737,72
7738,478
7739,301
7740,478
7741,392
7742,314
7743,478
7744,293
7745,478
7746,478
7747,74
7748,478
7749,129
7750,352
7751,478
7752,478
7753,478
7754,478
7755,469
7756,115
7757,478
7758,478
7759,478
7760,218
7761,478
7762,55
7763,478
7764,478
7765,478
7766,478
7767,478
7768,344
7769,478
7770,362
7771,478
7772,414
7773,283
7774,119
7775,478
7776,478
7777,478
7778,478
7779,376
7780,478
7781,474
7782,436
7783,478
7784,226
7785,478
7786,478
7787,478
7788,478
7789,478
7790,478
7791,346
7792,337
7793,478
7794,478
7795,151
7796,478
7797,367
7798,478
7799,478
7800,200
7801,459
7802,294
7803,474
7804,478
7805,188
7806,330
7807,478
7808,478
7809,478
7810,353
7811,60
7812,478
7813,471
7814,464
7815,478
7816,478
7817,478
7818,372
7819,478
7820,478
7821,478
7822,478
7823,478
7824,478
7825,478
7826,459
7827,478
7828,373
7829,350
7830,474
7831,478
7832,478
7833,478
7834,478
7835,478
7836,478
7837,478
7838,478
7839,459
7840,478
7841,391
7842,478
7843,80
7844,174
7845,478
7846,478
7847,478
7848,478
7849,478
7850,478
7851,441
7852,339
7853,436
7854,41
7855,478
7856,404
7857,478
7858,405
7859,142
7860,478
7861,355
7862,78
7863,478
7864,478
7865,478
7866,435
7867,389
7868,478
7869,408
7870,478
7871,478
7872,478
7873,322
7874,90
7875,478
7876,478
7877,430
7878,478
7879,478
7880,478
7881,478
7882,478
7883,261
7884,459
7885,478
7886,478
7887,412
7888,450
7889,386
7890,388
7891,146
7892,355
7893,478
7894,456
7895,478
7896,478
7897,478
7898,449
7899,217
7900,478
7901,361
7902,478
7903,478
7904,478
7905,478
7906,478
7907,478
7908,374
7909,44
7910,478
7911,478
7912,57
7913,266
7914,259
7915,478
7916,478
7917,409
7918,478
7919,114
7920,308
7921,478
7922,271
7923,478
7924,478
7925,478
7926,478
7927,478
7928,478
7929,478
7930,478
7931,478
7932,478
7933,478
7934,347
7935,478
7936,478
7937,478
7938,403
7939,2
7940,478
7941,478
7942,478
7943,257
7944,455
7945,478
7946,478
7947,455
7948,419
7949,478
7950,478
7951,359
7952,241
7953,478
7954,478
7955,466
7956,478
7957,478
7958,478
7959,478
7960,478
7961,455
7962,401
7963,478
7964,260
7965,354
7966,478
7967,478
7968,385
7969,478
7970,478
7971,478
7972,199
7973,478
7974,478
7975,478
7976,478
7977,478
7978,189
7979,478
7980,478
7981,209
7982,42
7983,297
7984,478
7985,53
7986,293
7987,478
7988,478
7989,389
7990,478
7991,478
7992,478
7993,25
7994,128
7995,478
7996,478
7997,459
7998,119
7999,478
8000,478
8001,420
8002,478
8003,478
8004,478
8005,478
8006,466
8007,478
8008,478
8009,478
8010,226
8011,478
8012,478
8013,478
8014,347
8015,478
8016,478
8017,217
8018,478
8019,380
8020,478
8021,183
8022,478
8023,478
8024,478
8025,478
8026,395
8027,455
8028,349
8029,478
8030,72
8031,478
8032,478
8033,146
8034,388
8035,478
8036,478
8037,478
8038,469
8039,478
8040,478
8041,478
8042,453
8043,478
8044,280
8045,478
8046,478
8047,478
8048,478
8049,478
8050,478
8051,478
8052,478
8053,478
8054,470
8055,436
8056,478
8057,459
8058,455
8059,165
8060,395
8061,478
8062,478
8063,346
8064,478
8065,478
8066,367
8067,478
8068,478
8069,478
8070,478
8071,182
8072,478
8073,456
8074,478
8075,378
8076,478
8077,459
8078,478
8079,478
8080,478
8081,285
8082,478
8083,39
8084,95
8085,89
8086,425
8087,478
8088,478
8089,390
8090,478
8091,478
8092,289
8093,478
8094,478
8095,466
8096,478
8097,453
8098,399
8099,478
8100,478
8101,478
8102,478
8103,478
8104,336
8105,478
8106,478
8107,442
8108,455
8109,402
8110,297
8111,478
8112,478
8113,478
8114,478
8115,478
8116,478
8117,478
8118,455
8119,478
8120,478
8121,455
8122,478
8123,478
8124,478
8125,417
8126,440
8127,478
8128,367
8129,478
8130,478
8131,189
8132,478
8133,478
8134,272
8135,478
8136,478
8137,418
8138,478
8139,478
8140,44
8141,367
8142,370
8143,459
8144,478
8145,478
8146,478
8147,478
8148,478
8149,478
8150,376
8151,478
8152,453
8153,478
8154,478
8155,478
8156,346
8157,455
8158,352
8159,478
8160,478
8161,478
8162,478
8163,478
8164,478
8165,478
8166,478
8167,107
8168,50
8169,478
8170,478
8171,478
8172,478
8173,478
8174,478
8175,478
8176,478
8177,478
8178,478
8179,478
8180,478
8181,478
8182,404
8183,478
8184,478
8185,478
8186,478
8187,478
8188,478
8189,18
8190,455
8191,199
8192,425
8193,478
8194,478
8195,354
8196,478
8197,478
8198,478
8199,478
8200,455
8201,478
8202,478
8203,455
8204,478
8205,167
8206,478
8207,253
8208,320
8209,478
8210,478
8211,478
8212,459
8213,478
8214,478
8215,478
8216,478
8217,478
8218,478
8219,478
8220,277
8221,348
8222,478
8223,478
8224,478
8225,478
8226,478
8227,478
8228,478
8229,478
8230,388
8231,478
8232,478
8233,478
8234,459
8235,240
8236,358
8237,478
8238,346
8239,478
8240,478
8241,478
8242,478
8243,478
8244,478
8245,478
8246,307
8247,234
8248,478
8249,478
8250,453
8251,478
8252,478
8253,478
8254,478
8255,386
8256,478
8257,478
8258,478
8259,478
8260,478
8261,478
8262,478
8263,478
8264,58
8265,478
8266,455
8267,478
8268,459
8269,478
8270,478
8271,478
8272,387
8273,436
8274,478
8275,459
8276,478
8277,478
8278,478
8279,478
8280,478
8281,455
8282,261
8283,478
8284,478
8285,402
8286,478
8287,478
8288,455
8289,478
8290,317
8291,364
8292,455
8293,478
8294,478
8295,455
8296,290
8297,478
8298,478
8299,303
8300,442
8301,478
8302,426
8303,478
8304,478
8305,478
8306,478
8307,478
8308,469
8309,478
8310,478
8311,478
8312,446
8313,478
8314,478
8315,478
8316,478
8317,246
8318,478
8319,478
8320,57
8321,478
8322,478
8323,478
8324,478
8325,478
8326,478
8327,48
8328,478
8329,452
8330,478
8331,478
8332,478
8333,467
8334,451
8335,478
8336,478
8337,478
8338,450
8339,478
8340,87
8341,478
8342,478
8343,478
8344,478
8345,405
8346,152
8347,478
8348,270
8349,478
8350,478
8351,478
8352,428
8353,478
8354,478
8355,478
8356,327
8357,423
8358,478
8359,459
8360,478
8361,128
8362,478
8363,478
8364,478
8365,478
8366,478
8367,456
8368,385
8369,467
8370,388
8371,478
8372,431
8373,405
8374,478
8375,478
8376,478
8377,478
8378,478
8379,478
8380,478
8381,478
8382,283
8383,478
8384,478
8385,467
8386,459
8387,478
8388,478
8389,478
8390,478
8391,449
8392,478
8393,478
8394,478
8395,430
8396,478
8397,436
8398,478
8399,478
8400,157
8401,478
8402,478
8403,407
8404,386
8405,154
8406,384
8407,478
8408,478
8409,478
8410,368
8411,478
8412,428
8413,478
8414,478
8415,478
8416,425
8417,356
8418,196
8419,478
8420,478
8421,430
8422,478
8423,478
8424,34
8425,383
8426,478
8427,412
8428,478
8429,478
8430,433
8431,478
8432,436
8433,436
8434,478
8435,452
8436,478
8437,400
8438,478
8439,478
8440,478
8441,478
8442,478
8443,478
8444,478
8445,478
8446,478
8447,478
8448,478
8449,478
8450,478
8451,478
8452,478
8453,355
8454,478
8455,478
8456,478
8457,478
8458,478
8459,478
8460,478
8461,478
8462,174
8463,128
8464,472
8465,478
8466,478
8467,478
8468,478
8469,478
8470,478
8471,478
8472,478
8473,478
8474,478
8475,402
8476,478
8477,418
8478,474
8479,478
8480,176
8481,240
8482,478
8483,132
8484,317
8485,478
8486,478
8487,410
8488,175
8489,478
8490,459
8491,478
8492,478
8493,325
8494,478
8495,478
8496,478
8497,4
8498,478
8499,478
8500,478
8501,478
8502,478
8503,356
8504,291
8505,478
8506,478
8507,478
8508,478
8509,478
8510,402
8511,455
8512,478
8513,478
8514,395
8515,309
8516,478
8517,62
8518,127
8519,478
8520,478
8521,478
8522,478
8523,478
8524,478
8525,478
8526,13
8527,478
8528,478
8529,452
8530,478
8531,280
8532,433
8533,478
8534,478
8535,478
8536,478
8537,478
8538,478
8539,478
8540,263
8541,294
8542,478
8543,478
8544,385
8545,165
8546,436
8547,478
8548,478
8549,478
8550,478
8551,478
8552,478
8553,478
8554,406
8555,478
8556,478
8557,478
8558,478
8559,478
8560,478
8561,464
8562,219
8563,478
8564,298
8565,450
8566,355
8567,478
8568,478
8569,381
8570,363
8571,478
8572,478
8573,478
8574,478
8575,478
8576,459
8577,478
8578,421
8579,436
8580,478
8581,478
8582,478
8583,478
8584,124
8585,478
8586,478
8587,427
8588,478
8589,459
8590,478
8591,397
8592,478
8593,478
8594,138
8595,478
8596,476
8597,478
8598,478
8599,478
8600,437
8601,478
8602,380
8603,478
8604,478
8605,478
8606,403
8607,478
8608,478
8609,366
8610,196
8611,478
8612,347
8613,168
8614,478
8615,176
8616,293
8617,478
8618,478
8619,478
8620,374
8621,478
8622,478
8623,478
8624,358
8625,478
8626,324
8627,478
8628,357
8629,478
8630,478
8631,183
8632,110
8633,478
8634,478
8635,478
8636,478
8637,478
8638,478
8639,478
8640,478
8641,478
8642,273
8643,478
8644,478
8645,404
8646,478
8647,478
8648,478
8649,478
8650,459
8651,478
8652,478
8653,478
8654,478
8655,478
8656,478
8657,307
8658,307
8659,66
8660,253
8661,478
8662,99
8663,278
8664,478
8665,308
8666,478
8667,478
8668,263
8669,478
8670,478
8671,478
8672,478
8673,478
8674,478
8675,478
8676,478
8677,478
8678,361
8679,369
8680,478
8681,478
8682,478
8683,478
8684,478
8685,478
8686,478
8687,22
8688,478
8689,478
8690,478
8691,467
8692,478
8693,478
8694,405
8695,235
8696,478
8697,467
8698,478
8699,464
8700,478
8701,424
8702,445
8703,478
8704,478
8705,472
8706,478
8707,478
8708,478
8709,478
8710,449
8711,478
8712,478
8713,478
8714,144
8715,478
8716,478
8717,478
8718,261
8719,373
8720,478
8721,478
8722,161
8723,478
8724,478
8725,478
8726,478
8727,478
8728,478
8729,478
8730,78
8731,198
8732,478
8733,478
8734,418
8735,455
8736,478
8737,478
8738,290
8739,478
8740,478
8741,478
8742,478
8743,138
8744,478
8745,478
8746,447
8747,347
8748,5
8749,441
8750,478
8751,478
8752,478
8753,478
8754,436
8755,455
8756,426
8757,478
8758,478
8759,478
8760,478
8761,478
8762,478
8763,478
8764,65
8765,478
8766,478
8767,478
8768,478
8769,478
8770,478
8771,478
8772,248
8773,478
8774,478
8775,478
8776,478
8777,478
8778,451
8779,478
8780,478
8781,478
8782,414
8783,478
8784,478
8785,478
8786,478
8787,478
8788,478
8789,477
8790,478
8791,478
8792,118
8793,405
8794,391
8795,478
8796,478
8797,347
8798,478
8799,243
8800,374
8801,478
8802,418
8803,305
8804,478
8805,478
8806,478
8807,478
8808,478
8809,478
8810,478
8811,478
8812,478
8813,428
8814,478
8815,478
8816,374
8817,215
8818,478
8819,478
8820,478
8821,392
8822,478
8823,478
8824,455
8825,478
8826,478
8827,478
8828,121
8829,173
8830,478
8831,467
8832,478
8833,478
8834,425
8835,478
8836,478
8837,478
8838,478
8839,223
8840,478
8841,478
8842,449
8843,478
8844,366
8845,478
8846,478
8847,478
8848,478
8849,452
8850,470
8851,478
8852,478
8853,439
8854,478
8855,478
8856,478
8857,394
8858,377
8859,478
8860,104
8861,356
8862,478
8863,478
8864,459
8865,478
8866,247
8867,257
8868,478
8869,478
8870,478
8871,478
8872,84
8873,478
8874,478
8875,325
8876,478
8877,414
8878,478
8879,478
8880,478
8881,478
8882,478
8883,478
8884,474
8885,478
8886,346
8887,421
8888,478
8889,16
8890,478
8891,478
8892,478
8893,478
8894,478
8895,478
8896,478
8897,223
8898,1
8899,478
8900,478
8901,298
8902,478
8903,478
8904,478
8905,442
8906,347
8907,157
8908,478
8909,478
8910,478
8911,478
8912,478
8913,290
8914,478
8915,328
8916,478
8917,478
8918,437
8919,478
8920,478
8921,478
8922,478
8923,442
8924,478
8925,457
8926,122
8927,478
8928,478
8929,478
8930,478
8931,478
8932,478
8933,478
8934,478
8935,436
8936,478
8937,180
8938,478
8939,478
8940,478
8941,478
8942,188
8943,478
8944,456
8945,334
8946,156
8947,474
8948,478
8949,478
8950,478
8951,478
8952,478
8953,478
8954,478
8955,478
8956,478
8957,478
8958,391
8959,348
8960,313
8961,478
8962,478
8963,412
8964,337
8965,478
8966,478
8967,478
8968,478
8969,478
8970,478
8971,478
8972,478
8973,478
8974,478
8975,478
8976,478
8977,478
8978,478
8979,478
8980,478
8981,478
8982,478
8983,478
8984,478
8985,478
8986,478
8987,428
8988,478
8989,332
8990,62
8991,478
8992,84
8993,478
8994,417
8995,478
8996,478
8997,361
8998,478
8999,478
9000,478
9001,346
9002,478
9003,478
9004,478
9005,478
9006,478
9007,478
9008,67
9009,478
9010,478
9011,478
9012,478
9013,478
9014,478
9015,447
9016,478
9017,478
9018,478
9019,478
9020,478
9021,478
9022,478
9023,478
9024,478
9025,469
9026,476
9027,478
9028,478
9029,478
9030,478
9031,478
9032,478
9033,478
9034,478
9035,478
9036,410
9037,211
9038,183
9039,478
9040,478
9041,478
9042,478
9043,478
9044,428
9045,478
9046,478
9047,478
9048,436
9049,263
9050,391
9051,339
9052,478
9053,478
9054,383
9055,478
9056,404
9057,478
9058,428
9059,196
9060,478
9061,478
9062,478
9063,442
9064,195
9065,478
9066,372
9067,404
9068,478
9069,478
9070,478
9071,192
9072,478
9073,401
9074,478
9075,478
9076,478
9077,478
9078,478
9079,478
9080,471
9081,478
9082,478
9083,478
9084,11
9085,478
9086,478
9087,478
9088,478
9089,50
9090,478
9091,478
9092,265
9093,340
9094,365
9095,470
9096,333
9097,129
9098,381
9099,478
9100,478
9101,478
9102,478
9103,478
9104,478
9105,475
9106,478
9107,478
9108,478
9109,478
9110,462
9111,478
9112,478
9113,478
9114,478
9115,478
9116,478
9117,348
9118,168
9119,478
9120,478
9121,478
9122,478
9123,478
9124,478
9125,478
9126,478
9127,478
9128,478
9129,478
9130,347
9131,478
9132,478
9133,478
9134,398
9135,478
9136,182
9137,478
9138,467
9139,478
9140,478
9141,436
9142,478
9143,287
9144,478
9145,478
9146,478
9147,106
9148,231
9149,431
9150,478
9151,478
9152,478
9153,470
9154,317
9155,470
9156,103
9157,37
9158,301
9159,208
9160,395
9161,440
9162,485
9163,478
9164,475
9165,189
9166,384
9167,365
9168,478
9169,478
9170,178
9171,369
9172,231
9173,439
9174,141
9175,398
9176,444
9177,205
9178,478
9179,411
9180,478
9181,173
9182,478
9183,459
9184,81
9185,145
9186,478
9187,89
9188,478
9189,399
9190,4
9191,478
9192,478
9193,243
9194,478
9195,478
9196,399
9197,478
9198,362
9199,373
9200,65
9201,478
9202,478
9203,478
9204,412
9205,446
9206,260
9207,73
9208,478
9209,478
9210,333
9211,407
9212,430
9213,478
9214,398
9215,189
9216,478
9217,415
9218,272
9219,45
9220,279
9221,478
9222,432
9223,478
9224,163
9225,458
9226,478
9227,478
9228,478
9229,397
9230,478
9231,478
9232,474
9233,478
9234,478
9235,438
9236,172
9237,478
9238,478
9239,334
9240,83
9241,178
9242,478
9243,478
9244,7
9245,466
9246,181
9247,192
9248,101
9249,104
9250,478
9251,410
9252,149
9253,478
9254,478
9255,314
9256,237
9257,478
9258,24
9259,151
9260,13
9261,430
9262,155
9263,478
9264,470
9265,366
9266,478
9267,34
9268,478
9269,467
9270,460
9271,285
9272,211
9273,473
9274,281
9275,478
9276,478
9277,473
9278,107
9279,393
9280,48
9281,262
9282,467
9283,216
9284,478
9285,296
9286,459
9287,411
9288,478
9289,478
9290,478
9291,378
9292,470
9293,474
9294,462
9295,304
9296,445
9297,478
9298,236
9299,255
9300,453
9301,306
9302,443
9303,478
9304,478
9305,474
9306,478
9307,478
9308,478
9309,274
9310,310
9311,478
9312,478
9313,478
9314,478
9315,373
9316,93
9317,459
9318,403
9319,478
9320,478
9321,153
9322,390
9323,136
9324,63
9325,317
9326,121
9327,478
9328,477
9329,184
9330,478
9331,130
9332,357
9333,40
9334,466
9335,459
9336,44
9337,42
9338,146
9339,320
9340,123
9341,478
9342,478
9343,466
9344,137
9345,373
9346,478
9347,453
9348,478
9349,478
9350,152
9351,478
9352,332
9353,469
9354,139
9355,392
9356,446
9357,232
9358,478
9359,39
9360,478
9361,247
9362,106
9363,77
9364,478
9365,478
9366,478
9367,478
9368,59
9369,31
9370,92
9371,361
9372,316
9373,478
9374,478
9375,478
9376,330
9377,183
9378,437
9379,478
9380,478
9381,467
9382,114
9383,478
9384,4
9385,478
9386,46
9387,478
9388,478
9389,450
9390,167
9391,126
9392,356
9393,262
9394,415
9395,478
9396,453
9397,404
9398,80
9399,478
9400,330
9401,358
9402,328
9403,478
9404,378
9405,415
9406,380
9407,478
9408,376
9409,231
9410,478
9411,239
9412,32
9413,440
9414,478
9415,173
9416,243
9417,478
9418,285
9419,254
9420,478
9421,478
9422,461
9423,452
9424,194
9425,351
9426,385
9427,255
9428,449
9429,331
9430,439
9431,328
9432,478
9433,256
9434,437
9435,478
9436,478
9437,421
9438,50
9439,478
9440,463
9441,478
9442,411
9443,478
9444,137
9445,442
9446,478
9447,478
9448,228
9449,478
9450,478
9451,478
9452,297
9453,422
9454,478
9455,388
9456,478
9457,478
9458,123
9459,478
9460,413
9461,475
9462,478
9463,380
9464,128
9465,478
9466,219
9467,428
9468,284
9469,58
9470,478
9471,330
9472,103
9473,486
9474,409
9475,363
9476,478
9477,6
9478,140
9479,478
9480,438
9481,196
9482,478
9483,129
9484,327
9485,400
9486,478
9487,478
9488,46
9489,156
9490,183
9491,439
9492,478
9493,478
9494,478
9495,364
9496,161
9497,127
9498,334
9499,29
9500,450
9501,477
9502,478
9503,478
9504,51
9505,443
9506,345
9507,478
9508,114
9509,101
9510,1
9511,478
9512,478
9513,227
9514,350
9515,415
9516,330
9517,455
9518,362
9519,455
9520,334
9521,478
9522,478
9523,65
9524,478
9525,273
9526,478
9527,478
9528,139
9529,478
9530,354
9531,333
9532,448
9533,478
9534,455
9535,160
9536,330
9537,478
9538,478
9539,119
9540,266
9541,363
9542,415
9543,70
9544,337
9545,314
9546,146
9547,106
9548,475
9549,407
9550,478
9551,478
9552,478
9553,478
9554,84
9555,377
9556,307
9557,77
9558,378
9559,407
9560,306
9561,433
9562,243
9563,144
9564,478
9565,478
9566,448
9567,81
9568,116
9569,303
9570,386
9571,440
9572,58
9573,399
9574,478
9575,372
9576,28
9577,80
9578,58
9579,478
9580,469
9581,435
9582,354
9583,373
9584,478
9585,101
9586,478
9587,367
9588,478
9589,322
9590,350
9591,160
9592,464
9593,184
9594,237
9595,289
9596,478
9597,459
9598,206
9599,389
9600,478
9601,330
9602,459
9603,469
9604,478
9605,478
9606,187
9607,295
9608,358
9609,373
9610,158
9611,478
9612,34
9613,431
9614,431
9615,38
9616,98
9617,478
9618,276
9619,409
9620,467
9621,478
9622,477
9623,298
9624,337
9625,478
9626,4
9627,189
9628,113
9629,47
9630,464
9631,478
9632,61
9633,273
9634,357
9635,154
9636,396
9637,217
9638,430
9639,142
9640,366
9641,375
9642,95
9643,436
9644,213
9645,193
9646,478
9647,462
9648,195
9649,246
9650,201
9651,478
9652,163
9653,273
9654,280
9655,478
9656,188
9657,249
9658,430
9659,478
9660,389
9661,280
9662,478
9663,429
9664,49
9665,116
9666,401
9667,177
9668,43
9669,478
9670,145
9671,6
9672,45
9673,478
9674,303
9675,395
9676,272
9677,454
9678,466
9679,478
9680,474
9681,41
9682,243
9683,409
9684,478
9685,6
9686,478
9687,229
9688,478
9689,53
9690,149
9691,446
9692,413
9693,478
9694,478
9695,478
9696,455
9697,429
9698,262
9699,478
9700,435
9701,433
9702,267
9703,168
9704,478
9705,478
9706,465
9707,350
9708,298
9709,273
9710,331
9711,278
9712,478
9713,478
9714,478
9715,478
9716,478
9717,478
9718,473
9719,88
9720,22
9721,478
9722,478
9723,106
9724,421
9725,389
9726,478
9727,478
9728,478
9729,413
9730,379
9731,279
9732,82
9733,478
9734,386
9735,381
9736,139
9737,103
9738,478
9739,478
9740,478
9741,478
9742,478
9743,478
9744,146
9745,478
9746,478
9747,478
9748,277
9749,5
9750,463
9751,478
9752,254
9753,403
9754,478
9755,168
9756,34
9757,58
9758,478
9759,291
9760,342
9761,463
9762,382
9763,392
9764,240
9765,478
9766,200
9767,110
9768,478
9769,20
9770,478
9771,478
9772,478
9773,53
9774,478
9775,355
9776,478
9777,459
9778,478
9779,295
9780,339
9781,478
9782,478
9783,477
9784,478
9785,478
9786,222
9787,453
9788,478
9789,25
9790,150
9791,478
9792,478
9793,356
9794,24
9795,318
9796,350
9797,478
9798,478
9799,141
9800,473
9801,465
9802,478
9803,146
9804,478
9805,478
9806,399
9807,478
9808,478
9809,478
9810,121
9811,478
9812,467
9813,360
9814,478
9815,467
9816,478
9817,420
9818,465
9819,193
9820,478
9821,478
9822,361
9823,234
9824,123
9825,478
9826,478
9827,478
9828,167
9829,478
9830,478
9831,478
9832,194
9833,403
9834,478
9835,292
9836,269
9837,292
9838,138
9839,478
9840,165
9841,85
9842,391
9843,478
9844,440
9845,478
9846,478
9847,223
9848,294
9849,459
9850,447
9851,478
9852,478
9853,478
9854,68
9855,478
9856,478
9857,478
9858,478
9859,162
9860,285
9861,478
9862,12
9863,148
9864,478
9865,245
9866,478
9867,478
9868,478
9869,226
9870,445
9871,478
9872,366
9873,474
9874,324
9875,459
9876,478
9877,102
9878,478
9879,478
9880,398
9881,478
9882,471
9883,305
9884,174
9885,150
9886,478
9887,478
9888,274
9889,478
9890,478
9891,478
9892,184
9893,234
9894,200
9895,72
9896,256
9897,328
9898,478
9899,94
9900,478
9901,372
9902,26
9903,478
9904,222
9905,478
9906,339
9907,213
9908,340
9909,198
9910,61
9911,478
9912,432
9913,155
9914,459
9915,478
9916,478
9917,128
9918,12
9919,478
9920,478
9921,455
9922,478
9923,102
9924,44
9925,52
9926,478
9927,478
9928,205
9929,478
9930,478
9931,204
9932,354
9933,478
9934,463
9935,48
9936,101
9937,222
9938,478
9939,381
9940,478
9941,31
9942,478
9943,478
9944,467
9945,467
9946,192
9947,388
9948,478
9949,411
9950,478
9951,232
9952,478
9953,478
9954,410
9955,478
9956,143
9957,478
9958,431
9959,478
9960,198
9961,405
9962,278
9963,370
9964,216
9965,114
9966,478
9967,478
9968,478
9969,451
9970,191
9971,103
9972,432
9973,478
9974,14
9975,478
9976,478
9977,475
9978,478
9979,372
9980,472
9981,457
9982,478
9983,466
9984,180
9985,478
9986,296
9987,420
9988,134
9989,478
9990,336
9991,334
9992,478
9993,72
9994,478
9995,478
9996,478
9997,149
9998,478
9999,357
10000,359
10001,478
10002,172
10003,478
10004,478
10005,478
10006,7
10007,478
10008,430
10009,345
10010,466
10011,478
10012,478
10013,478
10014,436
10015,478
10016,478
10017,478
10018,226
10019,383
10020,365
10021,242
10022,407
10023,303
10024,250
10025,478
10026,272
10027,478
10028,332
10029,478
10030,478
10031,309
10032,459
10033,326
10034,478
10035,61
10036,478
10037,478
10038,389
10039,478
10040,228
10041,478
10042,144
10043,293
10044,387
10045,203
10046,478
10047,478
10048,389
10049,478
10050,478
10051,216
10052,138
10053,178
10054,478
10055,143
10056,459
10057,195
10058,365
10059,478
10060,487
10061,478
10062,478
10063,267
10064,357
10065,309
10066,478
10067,478
10068,291
10069,374
10070,478
10071,469
10072,430
10073,461
10074,351
10075,478
10076,478
10077,478
10078,284
10079,346
10080,204
10081,433
10082,478
10083,389
10084,33
10085,315
10086,232
10087,478
10088,285
10089,442
10090,146
10091,64
10092,478
10093,65
10094,30
10095,404
10096,478
10097,3
10098,59
10099,330
10100,478
10101,478
10102,478
10103,321
10104,478
10105,453
10106,137
10107,201
10108,274
10109,478
10110,478
10111,478
10112,478
10113,19
10114,378
10115,381
10116,426
10117,168
10118,478
10119,374
10120,389
10121,89
10122,373
10123,336
10124,475
10125,442
10126,367
10127,214
10128,452
10129,478
10130,405
10131,478
10132,211
10133,478
10134,422
10135,284
10136,422
10137,55
10138,488
10139,270
10140,478
10141,474
10142,478
10143,478
10144,12
10145,478
10146,200
10147,478
10148,212
10149,478
10150,214
10151,478
10152,386
10153,358
10154,478
10155,478
10156,26
10157,478
10158,458
10159,478
10160,210
10161,400
10162,478
10163,457
10164,478
10165,117
10166,478
10167,161
10168,11
10169,430
10170,364
10171,44
10172,478
10173,478
10174,389
10175,244
10176,478
10177,106
10178,21
10179,116
10180,206
10181,433
10182,87
10183,478
10184,441
10185,211
10186,478
10187,478
10188,478
10189,478
10190,453
10191,478
10192,478
10193,316
10194,478
10195,26
10196,478
10197,66
10198,478
10199,219
10200,231
10201,471
10202,478
10203,222
10204,138
10205,471
10206,314
10207,403
10208,478
10209,364
10210,478
10211,478
10212,295
10213,478
10214,478
10215,478
10216,344
10217,358
10218,367
10219,8
10220,222
10221,478
10222,478
10223,152
10224,478
10225,459
10226,248
10227,478
10228,478
10229,442
10230,244
10231,478
10232,241
10233,133
10234,378
10235,280
10236,478
10237,478
10238,478
10239,478
10240,3
10241,55
10242,478
10243,340
10244,257
10245,478
10246,433
10247,478
10248,113
10249,234
10250,227
10251,79
10252,478
10253,77
10254,475
10255,265
10256,478
10257,289
10258,478
