,cluster
8252,28
8253,28
8254,28
8255,28
8256,28
8257,28
8258,28
8259,28
8260,28
8261,28
8262,28
8263,28
8264,14
8265,28
8266,28
8267,28
8268,28
8269,28
8270,28
8271,28
8272,28
8273,28
8274,28
8275,28
8276,28
8277,28
8278,28
8279,28
8280,28
8281,28
8282,28
8283,28
8284,28
8285,28
8286,28
8287,28
8288,28
8289,28
8290,28
8291,28
8292,28
8293,28
8294,28
8295,28
8296,28
8297,28
8298,28
8299,28
8300,28
8301,28
8302,28
8303,28
8304,28
8305,28
8306,28
8307,28
8308,28
8309,28
8310,28
8311,28
8312,28
8313,28
8314,28
8315,28
8316,28
8317,28
8318,28
8319,28
8320,13
8321,28
8322,28
8323,28
8324,28
8325,28
8326,28
8327,11
8328,28
8329,28
8330,28
8331,28
8332,28
8333,28
8334,28
8335,28
8336,28
8337,28
8338,28
8339,28
8340,20
8341,28
8342,28
8343,28
8344,28
8345,28
8346,28
8347,28
8348,28
8349,28
8350,28
8351,28
8352,28
8353,28
8354,28
8355,28
8356,28
8357,28
8358,28
8359,28
8360,28
8361,27
8362,28
8363,28
8364,28
8365,28
8366,28
8367,28
8368,28
8369,28
8370,28
8371,28
8372,28
8373,28
8374,28
8375,28
8376,28
8377,28
8378,28
8379,28
8380,28
8381,28
8382,28
8383,28
8384,28
8385,28
8386,28
8387,28
8388,28
8389,28
8390,28
8391,28
8392,28
8393,28
8394,28
8395,28
8396,28
8397,28
8398,28
8399,28
8400,28
8401,28
8402,28
8403,28
8404,28
8405,28
8406,28
8407,28
8408,28
8409,28
8410,28
8411,28
8412,28
8413,28
8414,28
8415,28
8416,28
8417,28
8418,28
8419,28
8420,28
8421,28
8422,28
8423,28
8424,8
8425,28
8426,28
8427,28
8428,28
8429,28
8430,28
8431,28
8432,28
8433,28
8434,28
8435,28
8436,28
8437,28
8438,28
8439,28
8440,28
8441,28
8442,28
8443,28
8444,28
8445,28
8446,28
8447,28
8448,28
8449,28
8450,28
8451,28
8452,28
8453,28
8454,28
8455,28
8456,28
8457,28
8458,28
8459,28
8460,28
8461,28
8462,28
8463,27
8464,28
8465,28
8466,28
8467,28
8468,28
8469,28
8470,28
8471,28
8472,28
8473,28
8474,28
8475,28
8476,28
8477,28
8478,28
8479,28
8480,28
8481,28
8482,28
8483,28
8484,28
8485,28
8486,28
8487,28
8488,28
8489,28
8490,28
8491,28
8492,28
8493,28
8494,28
8495,28
8496,28
8497,1
8498,28
8499,28
8500,28
8501,28
8502,28
8503,28
8504,28
8505,28
8506,28
8507,28
8508,28
8509,28
8510,28
8511,28
8512,28
8513,28
8514,28
8515,28
8516,28
8517,14
8518,27
8519,28
8520,28
8521,28
8522,28
8523,28
8524,28
8525,28
8526,3
8527,28
8528,28
8529,28
8530,28
8531,28
8532,28
8533,28
8534,28
8535,28
8536,28
8537,28
8538,28
8539,28
8540,28
8541,28
8542,28
8543,28
8544,28
8545,28
8546,28
8547,28
8548,28
8549,28
8550,28
8551,28
8552,28
8553,28
8554,28
8555,28
8556,28
8557,28
8558,28
8559,28
8560,28
8561,28
8562,28
8563,28
8564,28
8565,28
8566,28
8567,28
8568,28
8569,28
8570,28
8571,28
8572,28
8573,28
8574,28
8575,28
8576,28
8577,28
8578,28
8579,28
8580,28
8581,28
8582,28
8583,28
8584,26
8585,28
8586,28
8587,28
8588,28
8589,28
8590,28
8591,28
8592,28
8593,28
8594,28
8595,28
8596,28
8597,28
8598,28
8599,28
8600,28
8601,28
8602,28
8603,28
8604,28
8605,28
8606,28
8607,28
8608,28
8609,28
8610,28
8611,28
8612,28
8613,28
8614,28
8615,28
8616,28
8617,28
8618,28
8619,28
8620,28
8621,28
8622,28
8623,28
8624,28
8625,28
8626,28
8627,28
8628,28
8629,28
8630,28
8631,28
8632,23
8633,28
8634,28
8635,28
8636,28
8637,28
8638,28
8639,28
8640,28
8641,28
8642,28
8643,28
8644,28
8645,28
8646,28
8647,28
8648,28
8649,28
8650,28
8651,28
8652,28
8653,28
8654,28
8655,28
8656,28
8657,28
8658,28
8659,15
8660,28
8661,28
8662,22
8663,28
8664,28
8665,28
8666,28
8667,28
8668,28
8669,28
8670,28
8671,28
8672,28
8673,28
8674,28
8675,28
8676,28
8677,28
8678,28
8679,28
8680,28
8681,28
8682,28
8683,28
8684,28
8685,28
8686,28
8687,5
8688,28
8689,28
8690,28
8691,28
8692,28
8693,28
8694,28
8695,28
8696,28
8697,28
8698,28
8699,28
8700,28
8701,28
8702,28
8703,28
8704,28
8705,28
8706,28
8707,28
8708,28
8709,28
8710,28
8711,28
8712,28
8713,28
8714,28
8715,28
8716,28
8717,28
8718,28
8719,28
8720,28
8721,28
8722,28
8723,28
8724,28
8725,28
8726,28
8727,28
8728,28
8729,28
8730,17
8731,28
8732,28
8733,28
8734,28
8735,28
8736,28
8737,28
8738,28
8739,28
8740,28
8741,28
8742,28
8743,28
8744,28
8745,28
8746,28
8747,28
8748,1
8749,28
8750,28
8751,28
8752,28
8753,28
8754,28
8755,28
8756,28
8757,28
8758,28
8759,28
8760,28
8761,28
8762,28
8763,28
8764,15
8765,28
8766,28
8767,28
8768,28
8769,28
8770,28
8771,28
8772,28
8773,28
8774,28
8775,28
8776,28
8777,28
8778,28
8779,28
8780,28
8781,28
8782,28
8783,28
8784,28
8785,28
8786,28
8787,28
8788,28
8789,28
8790,28
8791,28
8792,25
8793,28
8794,28
8795,28
8796,28
8797,28
8798,28
8799,28
8800,28
8801,28
8802,28
8803,28
8804,28
8805,28
8806,28
8807,28
8808,28
8809,28
8810,28
8811,28
8812,28
8813,28
8814,28
8815,28
8816,28
8817,28
8818,28
8819,28
8820,28
8821,28
8822,28
8823,28
8824,28
8825,28
8826,28
8827,28
8828,25
8829,28
8830,28
8831,28
8832,28
8833,28
8834,28
8835,28
8836,28
8837,28
8838,28
8839,28
8840,28
8841,28
8842,28
8843,28
8844,28
8845,28
8846,28
8847,28
8848,28
8849,28
8850,28
8851,28
8852,28
8853,28
8854,28
8855,28
8856,28
8857,28
8858,28
8859,28
8860,22
8861,28
8862,28
8863,28
8864,28
8865,28
8866,28
8867,28
8868,28
8869,28
8870,28
8871,28
8872,19
8873,28
8874,28
8875,28
8876,28
8877,28
8878,28
8879,28
8880,28
8881,28
8882,28
8883,28
8884,28
8885,28
8886,28
8887,28
8888,28
8889,4
8890,28
8891,28
8892,28
8893,28
8894,28
8895,28
8896,28
8897,28
8898,1
8899,28
8900,28
8901,28
8902,28
8903,28
8904,28
8905,28
8906,28
8907,28
8908,28
8909,28
8910,28
8911,28
8912,28
8913,28
8914,28
8915,28
8916,28
8917,28
8918,28
8919,28
8920,28
8921,28
8922,28
8923,28
8924,28
8925,28
8926,26
8927,28
8928,28
8929,28
8930,28
8931,28
8932,28
8933,28
8934,28
8935,28
8936,28
8937,28
8938,28
8939,28
8940,28
8941,28
8942,28
8943,28
8944,28
8945,28
8946,28
8947,28
8948,28
8949,28
8950,28
8951,28
8952,28
8953,28
8954,28
8955,28
8956,28
8957,28
8958,28
8959,28
8960,28
8961,28
8962,28
8963,28
8964,28
8965,28
8966,28
8967,28
8968,28
8969,28
8970,28
8971,28
8972,28
8973,28
8974,28
8975,28
8976,28
8977,28
8978,28
8979,28
8980,28
8981,28
8982,28
8983,28
8984,28
8985,28
8986,28
8987,28
8988,28
8989,28
8990,14
8991,28
8992,19
8993,28
8994,28
8995,28
8996,28
8997,28
8998,28
8999,28
9000,28
9001,28
9002,28
9003,28
9004,28
9005,28
9006,28
9007,28
9008,15
9009,28
9010,28
9011,28
9012,28
9013,28
9014,28
9015,28
9016,28
9017,28
9018,28
9019,28
9020,28
9021,28
9022,28
9023,28
9024,28
9025,28
9026,28
9027,28
9028,28
9029,28
9030,28
9031,28
9032,28
9033,28
9034,28
9035,28
9036,28
9037,28
9038,28
9039,28
9040,28
9041,28
9042,28
9043,28
9044,28
9045,28
9046,28
9047,28
9048,28
9049,28
9050,28
9051,28
9052,28
9053,28
9054,28
9055,28
9056,28
9057,28
9058,28
9059,28
9060,28
9061,28
9062,28
9063,28
9064,28
9065,28
9066,28
9067,28
9068,28
9069,28
9070,28
9071,28
9072,28
9073,28
9074,28
9075,28
9076,28
9077,28
9078,28
9079,28
9080,28
9081,28
9082,28
9083,28
9084,2
9085,28
9086,28
9087,28
9088,28
9089,11
9090,28
9091,28
9092,28
9093,28
9094,28
9095,28
9096,28
9097,27
9098,28
9099,28
9100,28
9101,28
9102,28
9103,28
9104,28
9105,28
9106,28
9107,28
9108,28
9109,28
9110,28
9111,28
9112,28
9113,28
9114,28
9115,28
9116,28
9117,28
9118,28
9119,28
9120,28
9121,28
9122,28
9123,28
9124,28
9125,28
9126,28
9127,28
9128,28
9129,28
9130,28
9131,28
9132,28
9133,28
9134,28
9135,28
9136,28
9137,28
9138,28
9139,28
9140,28
9141,28
9142,28
9143,28
9144,28
9145,28
9146,28
9147,22
9148,28
9149,28
9150,28
9151,28
9152,28
9153,28
9154,28
9155,28
9156,22
9157,9
9158,28
9159,28
9160,28
9161,28
9162,35
9163,28
9164,28
9165,28
9166,28
9167,28
9168,28
9169,28
9170,28
9171,28
9172,28
9173,28
9174,28
9175,28
9176,28
9177,28
9178,28
9179,28
9180,28
9181,28
9182,28
9183,28
9184,18
9185,28
9186,28
9187,20
9188,28
9189,28
9190,1
9191,28
9192,28
9193,28
9194,28
9195,28
9196,28
9197,28
9198,28
9199,28
9200,15
9201,28
9202,28
9203,28
9204,28
9205,28
9206,28
9207,16
9208,28
9209,28
9210,28
9211,28
9212,28
9213,28
9214,28
9215,28
9216,28
9217,28
9218,28
9219,11
9220,28
9221,28
9222,28
9223,28
9224,28
9225,28
9226,28
9227,28
9228,28
9229,28
9230,28
9231,28
9232,28
9233,28
9234,28
9235,28
9236,28
9237,28
9238,28
9239,28
9240,19
9241,28
9242,28
9243,28
9244,2
9245,28
9246,28
9247,28
9248,22
9249,22
9250,28
9251,28
9252,28
9253,28
9254,28
9255,28
9256,28
9257,28
9258,6
9259,28
9260,3
9261,28
9262,28
9263,28
9264,28
9265,28
9266,28
9267,8
9268,28
9269,28
9270,28
9271,28
9272,28
9273,28
9274,28
9275,28
9276,28
9277,28
9278,23
9279,28
9280,11
9281,28
9282,28
9283,28
9284,28
9285,28
9286,28
9287,28
9288,28
9289,28
9290,28
9291,28
9292,28
9293,28
9294,28
9295,28
9296,28
9297,28
9298,28
9299,28
9300,28
9301,28
9302,28
9303,28
9304,28
9305,28
9306,28
9307,28
9308,28
9309,28
9310,28
9311,28
9312,28
9313,28
9314,28
9315,28
9316,21
9317,28
9318,28
9319,28
9320,28
9321,28
9322,28
9323,28
9324,14
9325,28
9326,25
9327,28
9328,28
9329,28
9330,28
9331,27
9332,28
9333,10
9334,28
9335,28
9336,11
9337,10
9338,28
9339,28
9340,26
9341,28
9342,28
9343,28
9344,28
9345,28
9346,28
9347,28
9348,28
9349,28
9350,28
9351,28
9352,28
9353,28
9354,28
9355,28
9356,28
9357,28
9358,28
9359,9
9360,28
9361,28
9362,22
9363,17
9364,28
9365,28
9366,28
9367,28
9368,14
9369,7
9370,20
9371,28
9372,28
9373,28
9374,28
9375,28
9376,28
9377,28
9378,28
9379,28
9380,28
9381,28
9382,24
9383,28
9384,1
9385,28
9386,11
9387,28
9388,28
9389,28
9390,28
9391,26
9392,28
9393,28
9394,28
9395,28
9396,28
9397,28
9398,18
9399,28
9400,28
9401,28
9402,28
9403,28
9404,28
9405,28
9406,28
9407,28
9408,28
9409,28
9410,28
9411,28
9412,8
9413,28
9414,28
9415,28
9416,28
9417,28
9418,28
9419,28
9420,28
9421,28
9422,28
9423,28
9424,28
9425,28
9426,28
9427,28
9428,28
9429,28
9430,28
9431,28
9432,28
9433,28
9434,28
9435,28
9436,28
9437,28
9438,11
9439,28
9440,28
9441,28
9442,28
9443,28
9444,28
9445,28
9446,28
9447,28
9448,28
9449,28
9450,28
9451,28
9452,28
9453,28
9454,28
9455,28
9456,28
9457,28
9458,26
9459,28
9460,28
9461,28
9462,28
9463,28
9464,27
9465,28
9466,28
9467,28
9468,28
9469,14
9470,28
9471,28
9472,22
9473,36
9474,28
9475,28
9476,28
9477,1
9478,28
9479,28
9480,28
9481,28
9482,28
9483,27
9484,28
9485,28
9486,28
9487,28
9488,11
9489,28
9490,28
9491,28
9492,28
9493,28
9494,28
9495,28
9496,28
9497,27
9498,28
9499,7
9500,28
9501,28
9502,28
9503,28
9504,12
9505,28
9506,28
9507,28
9508,24
9509,22
9510,1
9511,28
9512,28
9513,28
9514,28
9515,28
9516,28
9517,28
9518,28
9519,28
9520,28
9521,28
9522,28
9523,15
9524,28
9525,28
9526,28
9527,28
9528,28
9529,28
9530,28
9531,28
9532,28
9533,28
9534,28
9535,28
9536,28
9537,28
9538,28
9539,25
9540,28
9541,28
9542,28
9543,16
9544,28
9545,28
9546,28
9547,22
9548,28
9549,28
9550,28
9551,28
9552,28
9553,28
9554,19
9555,28
9556,28
9557,17
9558,28
9559,28
9560,28
9561,28
9562,28
9563,28
9564,28
9565,28
9566,28
9567,18
9568,25
9569,28
9570,28
9571,28
9572,14
9573,28
9574,28
9575,28
9576,7
9577,18
9578,14
9579,28
9580,28
9581,28
9582,28
9583,28
9584,28
9585,22
9586,28
9587,28
9588,28
9589,28
9590,28
9591,28
9592,28
9593,28
9594,28
9595,28
9596,28
9597,28
9598,28
9599,28
9600,28
9601,28
9602,28
9603,28
9604,28
9605,28
9606,28
9607,28
9608,28
9609,28
9610,28
9611,28
9612,8
9613,28
9614,28
9615,9
9616,22
9617,28
9618,28
9619,28
9620,28
9621,28
9622,28
9623,28
9624,28
9625,28
9626,1
9627,28
9628,24
9629,11
9630,28
9631,28
9632,14
9633,28
9634,28
9635,28
9636,28
9637,28
9638,28
9639,28
9640,28
9641,28
9642,21
9643,28
9644,28
9645,28
9646,28
9647,28
9648,28
9649,28
9650,28
9651,28
9652,28
9653,28
9654,28
9655,28
9656,28
9657,28
9658,28
9659,28
9660,28
9661,28
9662,28
9663,28
9664,11
9665,25
9666,28
9667,28
9668,10
9669,28
9670,28
9671,1
9672,11
9673,28
9674,28
9675,28
9676,28
9677,28
9678,28
9679,28
9680,28
9681,10
9682,28
9683,28
9684,28
9685,1
9686,28
9687,28
9688,28
9689,12
9690,28
9691,28
9692,28
9693,28
9694,28
9695,28
9696,28
9697,28
9698,28
9699,28
9700,28
9701,28
9702,28
9703,28
9704,28
9705,28
9706,28
9707,28
9708,28
9709,28
9710,28
9711,28
9712,28
9713,28
9714,28
9715,28
9716,28
9717,28
9718,28
9719,20
9720,5
9721,28
9722,28
9723,22
9724,28
9725,28
9726,28
9727,28
9728,28
9729,28
9730,28
9731,28
9732,18
9733,28
9734,28
9735,28
9736,28
9737,22
9738,28
9739,28
9740,28
9741,28
9742,28
9743,28
9744,28
9745,28
9746,28
9747,28
9748,28
9749,1
9750,28
9751,28
9752,28
9753,28
9754,28
9755,28
9756,8
9757,14
9758,28
9759,28
9760,28
9761,28
9762,28
9763,28
9764,28
9765,28
9766,28
9767,23
9768,28
9769,4
9770,28
9771,28
9772,28
9773,12
9774,28
9775,28
9776,28
9777,28
9778,28
9779,28
9780,28
9781,28
9782,28
9783,28
9784,28
9785,28
9786,28
9787,28
9788,28
9789,6
9790,28
9791,28
9792,28
9793,28
9794,6
9795,28
9796,28
9797,28
9798,28
9799,28
9800,28
9801,28
9802,28
9803,28
9804,28
9805,28
9806,28
9807,28
9808,28
9809,28
9810,25
9811,28
9812,28
9813,28
9814,28
9815,28
9816,28
9817,28
9818,28
9819,28
9820,28
9821,28
9822,28
9823,28
9824,26
9825,28
9826,28
9827,28
9828,28
9829,28
9830,28
9831,28
9832,28
9833,28
9834,28
9835,28
9836,28
9837,28
9838,28
9839,28
9840,28
9841,20
9842,28
9843,28
9844,28
9845,28
9846,28
9847,28
9848,28
9849,28
9850,28
9851,28
9852,28
9853,28
9854,15
9855,28
9856,28
9857,28
9858,28
9859,28
9860,28
9861,28
9862,2
9863,28
9864,28
9865,28
9866,28
9867,28
9868,28
9869,28
9870,28
9871,28
9872,28
9873,28
9874,28
9875,28
9876,28
9877,22
9878,28
9879,28
9880,28
9881,28
9882,28
9883,28
9884,28
9885,28
9886,28
9887,28
9888,28
9889,28
9890,28
9891,28
9892,28
9893,28
9894,28
9895,16
9896,28
9897,28
9898,28
9899,21
9900,28
9901,28
9902,7
9903,28
9904,28
9905,28
9906,28
9907,28
9908,28
9909,28
9910,14
9911,28
9912,28
9913,28
9914,28
9915,28
9916,28
9917,27
9918,2
9919,28
9920,28
9921,28
9922,28
9923,22
9924,11
9925,12
9926,28
9927,28
9928,28
9929,28
9930,28
9931,28
9932,28
9933,28
9934,28
9935,11
9936,22
9937,28
9938,28
9939,28
9940,28
9941,7
9942,28
9943,28
9944,28
9945,28
9946,28
9947,28
9948,28
9949,28
9950,28
9951,28
9952,28
9953,28
9954,28
9955,28
9956,28
9957,28
9958,28
9959,28
9960,28
9961,28
9962,28
9963,28
9964,28
9965,24
9966,28
9967,28
9968,28
9969,28
9970,28
9971,22
9972,28
9973,28
9974,3
9975,28
9976,28
9977,28
9978,28
9979,28
9980,28
9981,28
9982,28
9983,28
9984,28
9985,28
9986,28
9987,28
9988,28
9989,28
9990,28
9991,28
9992,28
9993,16
9994,28
9995,28
9996,28
9997,28
9998,28
9999,28
10000,28
10001,28
10002,28
10003,28
10004,28
10005,28
10006,2
10007,28
10008,28
10009,28
10010,28
10011,28
10012,28
10013,28
10014,28
10015,28
10016,28
10017,28
10018,28
10019,28
10020,28
10021,28
10022,28
10023,28
10024,28
10025,28
10026,28
10027,28
10028,28
10029,28
10030,28
10031,28
10032,28
10033,28
10034,28
10035,14
10036,28
10037,28
10038,28
10039,28
10040,28
10041,28
10042,28
10043,28
10044,28
10045,28
10046,28
10047,28
10048,28
10049,28
10050,28
10051,28
10052,28
10053,28
10054,28
10055,28
10056,28
10057,28
10058,28
10059,28
10060,37
10061,28
10062,28
10063,28
10064,28
10065,28
10066,28
10067,28
10068,28
10069,28
10070,28
10071,28
10072,28
10073,28
10074,28
10075,28
10076,28
10077,28
10078,28
10079,28
10080,28
10081,28
10082,28
10083,28
10084,8
10085,28
10086,28
10087,28
10088,28
10089,28
10090,28
10091,14
10092,28
10093,15
10094,7
10095,28
10096,28
10097,1
10098,14
10099,28
10100,28
10101,28
10102,28
10103,28
10104,28
10105,28
10106,28
10107,28
10108,28
10109,28
10110,28
10111,28
10112,28
10113,4
10114,28
10115,28
10116,28
10117,28
10118,28
10119,28
10120,28
10121,20
10122,28
10123,28
10124,28
10125,28
10126,28
10127,28
10128,28
10129,28
10130,28
10131,28
10132,28
10133,28
10134,28
10135,28
10136,28
10137,13
10138,38
10139,28
10140,28
10141,28
10142,28
10143,28
10144,2
10145,28
10146,28
10147,28
10148,28
10149,28
10150,28
10151,28
10152,28
10153,28
10154,28
10155,28
10156,7
10157,28
10158,28
10159,28
10160,28
10161,28
10162,28
10163,28
10164,28
10165,25
10166,28
10167,28
10168,2
10169,28
10170,28
10171,11
10172,28
10173,28
10174,28
10175,28
10176,28
10177,22
10178,5
10179,25
10180,28
10181,28
10182,20
10183,28
10184,28
10185,28
10186,28
10187,28
10188,28
10189,28
10190,28
10191,28
10192,28
10193,28
10194,28
10195,7
10196,28
10197,15
10198,28
10199,28
10200,28
10201,28
10202,28
10203,28
10204,28
10205,28
10206,28
10207,28
10208,28
10209,28
10210,28
10211,28
10212,28
10213,28
10214,28
10215,28
10216,28
10217,28
10218,28
10219,2
10220,28
10221,28
10222,28
10223,28
10224,28
10225,28
10226,28
10227,28
10228,28
10229,28
10230,28
10231,28
10232,28
10233,28
10234,28
10235,28
10236,28
10237,28
10238,28
10239,28
10240,1
10241,13
10242,28
10243,28
10244,28
10245,28
10246,28
10247,28
10248,24
10249,28
10250,28
10251,18
10252,28
10253,17
10254,28
10255,28
10256,28
10257,28
10258,28
10259,28
10260,28
10261,28
10262,28
10263,28
10264,11
10265,28
10266,1
10267,28
10268,28
10269,25
10270,28
10271,28
10272,28
10273,28
10274,28
10275,28
10276,28
10277,28
10278,3
10279,28
10280,28
10281,23
10282,28
10283,28
10284,28
10285,28
10286,28
10287,28
10288,28
10289,28
10290,28
10291,28
10292,28
10293,2
10294,28
10295,28
10296,9
10297,28
10298,28
10299,28
10300,12
10301,28
10302,28
10303,6
10304,28
10305,16
10306,22
10307,28
10308,28
10309,28
10310,28
10311,28
10312,28
10313,28
10314,28
10315,28
10316,28
10317,28
10318,28
10319,28
10320,25
10321,28
10322,27
10323,28
10324,28
10325,28
10326,16
10327,28
10328,28
10329,28
10330,15
10331,28
10332,5
10333,28
10334,25
10335,7
10336,28
10337,26
10338,28
10339,6
10340,28
10341,28
10342,16
10343,28
10344,28
10345,28
10346,28
10347,28
10348,10
10349,28
10350,2
10351,28
10352,28
10353,28
10354,28
10355,28
10356,28
10357,28
10358,28
10359,28
10360,1
10361,28
10362,28
10363,28
10364,28
10365,28
10366,20
10367,28
10368,28
10369,28
10370,28
10371,28
10372,28
10373,28
10374,28
10375,20
10376,28
10377,28
10378,15
10379,28
10380,28
10381,17
10382,28
10383,28
10384,25
10385,28
10386,28
10387,28
10388,28
10389,28
10390,28
10391,28
10392,14
10393,28
10394,28
10395,25
10396,23
10397,28
10398,28
10399,28
10400,28
10401,28
10402,28
10403,28
10404,28
10405,28
10406,28
10407,28
10408,28
10409,28
10410,28
10411,28
10412,28
10413,28
10414,28
10415,28
10416,28
10417,23
10418,28
10419,28
10420,28
10421,28
10422,28
10423,22
10424,28
10425,28
10426,28
10427,28
10428,28
10429,28
10430,28
10431,28
10432,28
10433,28
10434,28
10435,28
10436,28
10437,28
10438,28
10439,28
10440,28
10441,28
10442,28
10443,28
10444,28
10445,28
10446,22
10447,28
10448,28
10449,28
10450,28
10451,28
10452,28
10453,28
10454,28
10455,28
10456,28
10457,28
10458,28
10459,20
10460,28
10461,28
10462,28
10463,7
10464,28
10465,28
10466,16
10467,28
10468,28
10469,28
10470,10
10471,28
10472,28
10473,28
10474,28
10475,28
10476,28
10477,6
10478,28
10479,28
10480,5
10481,28
10482,28
10483,24
10484,28
10485,28
10486,28
10487,11
10488,28
10489,21
10490,28
10491,28
10492,28
10493,3
10494,28
10495,28
10496,28
10497,28
10498,28
10499,28
10500,28
10501,25
10502,28
10503,28
10504,28
10505,28
10506,28
10507,28
10508,28
10509,28
10510,28
10511,25
10512,28
10513,28
10514,28
10515,28
10516,28
10517,28
10518,28
10519,28
10520,24
10521,28
10522,28
10523,25
10524,28
10525,28
10526,28
10527,28
10528,11
10529,28
10530,28
10531,28
10532,28
10533,28
10534,28
10535,28
10536,28
10537,11
10538,26
10539,28
10540,28
10541,28
10542,28
10543,28
10544,28
10545,28
10546,28
10547,25
10548,28
10549,28
10550,28
10551,4
10552,28
10553,28
10554,28
10555,16
10556,28
10557,28
10558,28
10559,28
10560,28
10561,28
10562,28
10563,28
10564,3
10565,28
10566,28
10567,28
10568,28
10569,28
10570,28
10571,28
10572,28
10573,20
10574,28
10575,28
10576,28
10577,28
10578,28
10579,28
10580,28
10581,28
10582,28
10583,28
10584,28
10585,28
10586,28
10587,28
10588,28
10589,28
10590,28
10591,28
10592,28
10593,28
10594,28
10595,23
10596,28
10597,28
10598,28
10599,28
10600,4
10601,28
10602,28
10603,28
10604,28
10605,28
10606,28
10607,28
10608,28
10609,28
10610,28
10611,28
10612,28
10613,28
10614,28
10615,28
10616,28
10617,28
10618,28
10619,28
10620,28
10621,28
10622,28
10623,28
10624,28
10625,28
10626,28
10627,28
10628,28
10629,28
10630,28
10631,28
10632,19
10633,28
10634,28
10635,28
10636,28
10637,28
10638,28
10639,20
10640,28
10641,28
10642,28
10643,28
10644,28
10645,1
10646,28
10647,28
10648,28
10649,28
10650,1
10651,28
10652,28
10653,28
10654,18
10655,28
10656,28
10657,28
10658,28
10659,28
10660,28
10661,28
10662,28
10663,28
10664,21
10665,17
10666,28
10667,4
10668,12
10669,28
10670,28
10671,28
10672,28
10673,28
10674,28
10675,28
10676,28
10677,28
10678,28
10679,28
10680,28
10681,28
10682,28
10683,28
10684,28
10685,28
10686,28
10687,28
10688,28
10689,28
10690,28
10691,28
10692,28
10693,28
10694,28
10695,28
10696,28
10697,28
10698,28
10699,28
10700,28
10701,28
10702,28
10703,28
10704,28
10705,28
10706,28
10707,28
10708,28
10709,14
10710,28
10711,28
10712,28
10713,28
10714,22
10715,28
10716,28
10717,28
10718,28
10719,28
10720,28
10721,28
10722,28
10723,28
10724,28
10725,28
10726,28
10727,21
10728,28
10729,28
10730,28
10731,28
10732,28
10733,28
10734,28
10735,28
10736,28
10737,28
10738,1
10739,28
10740,28
10741,28
10742,28
10743,27
10744,26
10745,28
10746,28
10747,28
10748,28
10749,28
10750,20
10751,28
10752,28
10753,28
10754,27
10755,28
10756,21
10757,28
10758,28
10759,28
10760,28
10761,28
10762,28
10763,28
10764,28
10765,28
10766,28
10767,28
10768,28
10769,28
10770,28
10771,28
10772,28
10773,28
10774,28
10775,28
10776,28
10777,28
10778,28
10779,28
10780,28
10781,28
10782,28
10783,28
10784,27
10785,28
10786,28
10787,28
10788,28
10789,28
10790,28
10791,28
10792,28
10793,28
10794,28
10795,28
10796,28
10797,28
10798,28
10799,28
10800,28
10801,28
10802,28
10803,28
10804,9
10805,28
10806,28
10807,28
10808,28
10809,28
10810,28
10811,28
10812,28
10813,28
10814,28
10815,28
10816,12
10817,28
10818,28
10819,28
10820,28
10821,28
10822,28
10823,28
10824,28
10825,28
10826,28
10827,28
10828,28
10829,28
10830,28
10831,28
10832,28
10833,28
10834,28
10835,28
10836,28
10837,28
10838,28
10839,28
10840,1
10841,28
10842,28
10843,28
10844,28
10845,28
10846,28
10847,28
10848,28
10849,28
10850,28
10851,28
10852,28
10853,17
10854,27
10855,25
10856,28
10857,28
10858,28
10859,28
10860,28
10861,28
10862,13
10863,28
10864,28
10865,28
10866,28
10867,28
10868,28
10869,28
10870,28
10871,28
10872,28
10873,28
10874,28
10875,28
10876,28
10877,28
10878,28
10879,2
10880,28
10881,28
10882,28
10883,28
10884,28
10885,28
10886,28
10887,28
10888,28
10889,28
10890,28
10891,28
10892,14
10893,28
10894,28
10895,28
10896,28
10897,12
10898,28
10899,28
10900,28
10901,28
10902,28
10903,28
10904,28
10905,13
10906,28
10907,28
10908,28
10909,28
10910,28
10911,28
10912,28
10913,28
10914,17
10915,28
10916,28
10917,28
10918,28
10919,28
10920,28
10921,28
10922,28
10923,28
10924,28
10925,28
10926,28
10927,28
10928,28
10929,28
10930,28
10931,28
10932,28
10933,28
10934,28
10935,28
10936,28
10937,28
10938,28
10939,28
10940,28
10941,28
10942,28
10943,28
10944,28
10945,28
10946,28
10947,28
10948,28
10949,28
10950,28
10951,28
10952,28
10953,28
10954,28
10955,28
10956,28
10957,28
10958,28
10959,28
10960,28
10961,28
10962,28
10963,28
10964,28
10965,28
10966,28
10967,28
10968,28
10969,11
10970,13
10971,28
10972,28
10973,28
10974,28
10975,28
10976,28
10977,28
10978,28
10979,28
10980,28
10981,28
10982,28
10983,28
10984,28
10985,28
10986,28
10987,28
10988,28
10989,28
10990,28
10991,28
10992,28
10993,28
10994,28
10995,28
10996,28
10997,28
10998,28
10999,28
11000,2
11001,28
11002,28
11003,28
11004,11
11005,28
11006,28
11007,28
11008,28
11009,28
11010,28
11011,28
11012,28
11013,28
11014,28
11015,28
11016,28
11017,28
11018,28
11019,28
11020,28
11021,28
11022,28
11023,28
11024,28
11025,28
11026,28
11027,28
11028,28
11029,28
11030,28
11031,28
11032,28
11033,28
11034,28
11035,28
11036,28
11037,28
11038,28
11039,28
11040,28
11041,28
11042,28
11043,28
11044,28
11045,28
11046,28
11047,27
11048,28
11049,28
11050,28
