,id,cluster
6319,HOBBIES_1_229_CA_3_validation,559
6320,HOBBIES_1_230_CA_3_validation,542
6321,HOBBIES_1_231_CA_3_validation,118
6322,HOBBIES_1_232_CA_3_validation,261
6323,HOBBIES_1_233_CA_3_validation,101
6324,HOBBIES_1_234_CA_3_validation,405
6325,HOBBIES_1_235_CA_3_validation,573
6326,HOBBIES_1_236_CA_3_validation,405
6327,HOBBIES_1_237_CA_3_validation,595
6328,HOBBIES_1_238_CA_3_validation,600
6329,HOBBIES_1_239_CA_3_validation,176
6330,HOBBIES_1_240_CA_3_validation,165
6331,HOBBIES_1_241_CA_3_validation,559
6332,HOBBIES_1_242_CA_3_validation,243
6333,HOBBIES_1_243_CA_3_validation,157
6334,HOBBIES_1_244_CA_3_validation,488
6335,HOBBIES_1_245_CA_3_validation,575
6336,HOBBIES_1_246_CA_3_validation,153
6337,HOBBIES_1_247_CA_3_validation,496
6338,HOBBIES_1_248_CA_3_validation,377
6339,HOBBIES_1_249_CA_3_validation,11
6340,HOBBIES_1_250_CA_3_validation,330
6341,HOBBIES_1_251_CA_3_validation,277
6342,HOBBIES_1_252_CA_3_validation,566
6343,HOBBIES_1_253_CA_3_validation,405
6344,HOBBIES_1_254_CA_3_validation,148
6345,HOBBIES_1_255_CA_3_validation,323
6346,HOBBIES_1_256_CA_3_validation,571
6347,HOBBIES_1_257_CA_3_validation,359
6348,HOBBIES_1_258_CA_3_validation,242
6349,HOBBIES_1_259_CA_3_validation,307
6350,HOBBIES_1_260_CA_3_validation,224
6351,HOBBIES_1_261_CA_3_validation,532
6352,HOBBIES_1_262_CA_3_validation,320
6353,HOBBIES_1_263_CA_3_validation,24
6354,HOBBIES_1_264_CA_3_validation,256
6355,HOBBIES_1_265_CA_3_validation,209
6356,HOBBIES_1_266_CA_3_validation,289
6357,HOBBIES_1_267_CA_3_validation,253
6358,HOBBIES_1_268_CA_3_validation,100
6359,HOBBIES_1_269_CA_3_validation,434
6360,HOBBIES_1_270_CA_3_validation,487
6361,HOBBIES_1_271_CA_3_validation,525
6362,HOBBIES_1_272_CA_3_validation,16
6363,HOBBIES_1_273_CA_3_validation,482
6364,HOBBIES_1_274_CA_3_validation,224
6365,HOBBIES_1_275_CA_3_validation,98
6366,HOBBIES_1_276_CA_3_validation,532
6367,HOBBIES_1_277_CA_3_validation,93
6368,HOBBIES_1_278_CA_3_validation,562
6369,HOBBIES_1_279_CA_3_validation,209
6370,HOBBIES_1_280_CA_3_validation,578
6371,HOBBIES_1_281_CA_3_validation,469
6372,HOBBIES_1_282_CA_3_validation,221
6373,HOBBIES_1_283_CA_3_validation,449
6374,HOBBIES_1_284_CA_3_validation,4
6375,HOBBIES_1_285_CA_3_validation,595
6376,HOBBIES_1_286_CA_3_validation,4
6377,HOBBIES_1_287_CA_3_validation,242
6378,HOBBIES_1_288_CA_3_validation,343
6379,HOBBIES_1_289_CA_3_validation,417
6380,HOBBIES_1_290_CA_3_validation,323
6381,HOBBIES_1_292_CA_3_validation,559
6382,HOBBIES_1_293_CA_3_validation,44
6383,HOBBIES_1_294_CA_3_validation,139
6384,HOBBIES_1_295_CA_3_validation,330
6385,HOBBIES_1_296_CA_3_validation,179
6386,HOBBIES_1_297_CA_3_validation,610
6387,HOBBIES_1_298_CA_3_validation,277
6388,HOBBIES_1_299_CA_3_validation,208
6389,HOBBIES_1_300_CA_3_validation,173
6390,HOBBIES_1_301_CA_3_validation,56
6391,HOBBIES_1_302_CA_3_validation,93
6392,HOBBIES_1_303_CA_3_validation,149
6393,HOBBIES_1_304_CA_3_validation,355
6394,HOBBIES_1_305_CA_3_validation,13
6395,HOBBIES_1_306_CA_3_validation,513
6396,HOBBIES_1_307_CA_3_validation,313
6397,HOBBIES_1_308_CA_3_validation,111
6398,HOBBIES_1_309_CA_3_validation,472
6399,HOBBIES_1_310_CA_3_validation,553
6400,HOBBIES_1_311_CA_3_validation,132
6401,HOBBIES_1_312_CA_3_validation,417
6402,HOBBIES_1_313_CA_3_validation,566
6403,HOBBIES_1_314_CA_3_validation,590
6404,HOBBIES_1_315_CA_3_validation,434
6405,HOBBIES_1_316_CA_3_validation,534
6406,HOBBIES_1_317_CA_3_validation,458
6407,HOBBIES_1_318_CA_3_validation,575
6408,HOBBIES_1_319_CA_3_validation,410
6409,HOBBIES_1_320_CA_3_validation,276
6410,HOBBIES_1_321_CA_3_validation,534
6411,HOBBIES_1_322_CA_3_validation,273
6412,HOBBIES_1_323_CA_3_validation,225
6413,HOBBIES_1_324_CA_3_validation,101
6414,HOBBIES_1_325_CA_3_validation,514
6415,HOBBIES_1_326_CA_3_validation,432
6416,HOBBIES_1_327_CA_3_validation,526
6417,HOBBIES_1_328_CA_3_validation,610
6418,HOBBIES_1_329_CA_3_validation,399
6419,HOBBIES_1_330_CA_3_validation,500
6420,HOBBIES_1_331_CA_3_validation,472
6421,HOBBIES_1_332_CA_3_validation,269
6422,HOBBIES_1_333_CA_3_validation,180
6423,HOBBIES_1_334_CA_3_validation,50
6424,HOBBIES_1_335_CA_3_validation,694
6425,HOBBIES_1_336_CA_3_validation,575
6426,HOBBIES_1_337_CA_3_validation,154
6427,HOBBIES_1_338_CA_3_validation,276
6428,HOBBIES_1_339_CA_3_validation,104
6429,HOBBIES_1_340_CA_3_validation,439
6430,HOBBIES_1_341_CA_3_validation,575
6431,HOBBIES_1_342_CA_3_validation,109
6432,HOBBIES_1_343_CA_3_validation,289
6433,HOBBIES_1_344_CA_3_validation,600
6434,HOBBIES_1_345_CA_3_validation,277
6435,HOBBIES_1_346_CA_3_validation,527
6436,HOBBIES_1_347_CA_3_validation,419
6437,HOBBIES_1_348_CA_3_validation,590
6438,HOBBIES_1_349_CA_3_validation,9
6439,HOBBIES_1_350_CA_3_validation,584
6440,HOBBIES_1_351_CA_3_validation,446
6441,HOBBIES_1_352_CA_3_validation,362
6442,HOBBIES_1_353_CA_3_validation,118
6443,HOBBIES_1_354_CA_3_validation,405
6444,HOBBIES_1_355_CA_3_validation,277
6445,HOBBIES_1_356_CA_3_validation,484
6446,HOBBIES_1_357_CA_3_validation,249
6447,HOBBIES_1_358_CA_3_validation,369
6448,HOBBIES_1_359_CA_3_validation,359
6449,HOBBIES_1_360_CA_3_validation,559
6450,HOBBIES_1_361_CA_3_validation,24
6451,HOBBIES_1_362_CA_3_validation,349
6452,HOBBIES_1_363_CA_3_validation,31
6453,HOBBIES_1_364_CA_3_validation,124
6454,HOBBIES_1_365_CA_3_validation,256
6455,HOBBIES_1_366_CA_3_validation,124
6456,HOBBIES_1_367_CA_3_validation,307
6457,HOBBIES_1_368_CA_3_validation,434
6458,HOBBIES_1_369_CA_3_validation,551
6459,HOBBIES_1_370_CA_3_validation,410
6460,HOBBIES_1_371_CA_3_validation,330
6461,HOBBIES_1_372_CA_3_validation,522
6462,HOBBIES_1_373_CA_3_validation,527
6463,HOBBIES_1_374_CA_3_validation,410
6464,HOBBIES_1_375_CA_3_validation,124
6465,HOBBIES_1_376_CA_3_validation,93
6466,HOBBIES_1_377_CA_3_validation,209
6467,HOBBIES_1_378_CA_3_validation,165
6468,HOBBIES_1_379_CA_3_validation,435
6469,HOBBIES_1_380_CA_3_validation,405
6470,HOBBIES_1_381_CA_3_validation,514
6471,HOBBIES_1_382_CA_3_validation,487
6472,HOBBIES_1_383_CA_3_validation,383
6473,HOBBIES_1_384_CA_3_validation,434
6474,HOBBIES_1_385_CA_3_validation,256
6475,HOBBIES_1_386_CA_3_validation,269
6476,HOBBIES_1_387_CA_3_validation,118
6477,HOBBIES_1_388_CA_3_validation,178
6478,HOBBIES_1_389_CA_3_validation,488
6479,HOBBIES_1_390_CA_3_validation,405
6480,HOBBIES_1_391_CA_3_validation,86
6481,HOBBIES_1_392_CA_3_validation,514
6482,HOBBIES_1_393_CA_3_validation,242
6483,HOBBIES_1_394_CA_3_validation,395
6484,HOBBIES_1_395_CA_3_validation,590
6485,HOBBIES_1_396_CA_3_validation,194
6486,HOBBIES_1_397_CA_3_validation,54
6487,HOBBIES_1_398_CA_3_validation,146
6488,HOBBIES_1_399_CA_3_validation,546
6489,HOBBIES_1_400_CA_3_validation,394
6490,HOBBIES_1_401_CA_3_validation,139
6491,HOBBIES_1_402_CA_3_validation,12
6492,HOBBIES_1_403_CA_3_validation,505
6493,HOBBIES_1_404_CA_3_validation,307
6494,HOBBIES_1_405_CA_3_validation,178
6495,HOBBIES_1_406_CA_3_validation,488
6496,HOBBIES_1_407_CA_3_validation,342
6497,HOBBIES_1_408_CA_3_validation,77
6498,HOBBIES_1_409_CA_3_validation,75
6499,HOBBIES_1_410_CA_3_validation,203
6500,HOBBIES_1_411_CA_3_validation,249
6501,HOBBIES_1_412_CA_3_validation,261
6502,HOBBIES_1_413_CA_3_validation,13
6503,HOBBIES_1_414_CA_3_validation,146
6504,HOBBIES_1_415_CA_3_validation,82
6505,HOBBIES_1_416_CA_3_validation,261
6506,HOBBIES_1_417_CA_3_validation,562
6507,HOBBIES_1_418_CA_3_validation,301
6508,HOBBIES_1_419_CA_3_validation,4
6509,HOBBIES_1_420_CA_3_validation,567
6510,HOBBIES_1_421_CA_3_validation,532
6511,HOBBIES_1_422_CA_3_validation,394
6512,HOBBIES_1_423_CA_3_validation,359
6513,HOBBIES_1_424_CA_3_validation,330
6514,HOBBIES_2_001_CA_3_validation,165
6515,HOBBIES_2_002_CA_3_validation,381
6516,HOBBIES_2_003_CA_3_validation,600
6517,HOBBIES_2_004_CA_3_validation,82
6518,HOBBIES_2_005_CA_3_validation,61
6519,HOBBIES_2_006_CA_3_validation,289
6520,HOBBIES_2_007_CA_3_validation,458
6521,HOBBIES_2_008_CA_3_validation,221
6522,HOBBIES_2_009_CA_3_validation,695
6523,HOBBIES_2_010_CA_3_validation,335
6524,HOBBIES_2_011_CA_3_validation,34
6525,HOBBIES_2_012_CA_3_validation,209
6526,HOBBIES_2_013_CA_3_validation,29
6527,HOBBIES_2_014_CA_3_validation,157
6528,HOBBIES_2_015_CA_3_validation,113
6529,HOBBIES_2_016_CA_3_validation,170
6530,HOBBIES_2_017_CA_3_validation,242
6531,HOBBIES_2_018_CA_3_validation,696
6532,HOBBIES_2_019_CA_3_validation,697
6533,HOBBIES_2_020_CA_3_validation,124
6534,HOBBIES_2_021_CA_3_validation,165
6535,HOBBIES_2_022_CA_3_validation,289
6536,HOBBIES_2_023_CA_3_validation,488
6537,HOBBIES_2_024_CA_3_validation,559
6538,HOBBIES_2_025_CA_3_validation,271
6539,HOBBIES_2_026_CA_3_validation,132
6540,HOBBIES_2_027_CA_3_validation,242
6541,HOBBIES_2_028_CA_3_validation,335
6542,HOBBIES_2_029_CA_3_validation,279
6543,HOBBIES_2_030_CA_3_validation,698
6544,HOBBIES_2_031_CA_3_validation,256
6545,HOBBIES_2_032_CA_3_validation,604
6546,HOBBIES_2_033_CA_3_validation,488
6547,HOBBIES_2_034_CA_3_validation,323
6548,HOBBIES_2_035_CA_3_validation,24
6549,HOBBIES_2_036_CA_3_validation,44
6550,HOBBIES_2_037_CA_3_validation,394
6551,HOBBIES_2_038_CA_3_validation,139
6552,HOBBIES_2_039_CA_3_validation,173
6553,HOBBIES_2_040_CA_3_validation,49
6554,HOBBIES_2_041_CA_3_validation,269
6555,HOBBIES_2_042_CA_3_validation,273
6556,HOBBIES_2_043_CA_3_validation,134
6557,HOBBIES_2_044_CA_3_validation,122
6558,HOBBIES_2_045_CA_3_validation,178
6559,HOBBIES_2_046_CA_3_validation,44
6560,HOBBIES_2_047_CA_3_validation,500
6561,HOBBIES_2_048_CA_3_validation,157
6562,HOBBIES_2_049_CA_3_validation,150
6563,HOBBIES_2_050_CA_3_validation,256
6564,HOBBIES_2_051_CA_3_validation,307
6565,HOBBIES_2_052_CA_3_validation,399
6566,HOBBIES_2_053_CA_3_validation,86
6567,HOBBIES_2_054_CA_3_validation,559
6568,HOBBIES_2_055_CA_3_validation,104
6569,HOBBIES_2_056_CA_3_validation,194
6570,HOBBIES_2_057_CA_3_validation,432
6571,HOBBIES_2_058_CA_3_validation,19
6572,HOBBIES_2_059_CA_3_validation,289
6573,HOBBIES_2_060_CA_3_validation,2
6574,HOBBIES_2_061_CA_3_validation,699
6575,HOBBIES_2_062_CA_3_validation,77
6576,HOBBIES_2_063_CA_3_validation,527
6577,HOBBIES_2_064_CA_3_validation,178
6578,HOBBIES_2_065_CA_3_validation,488
6579,HOBBIES_2_066_CA_3_validation,700
6580,HOBBIES_2_067_CA_3_validation,75
6581,HOBBIES_2_068_CA_3_validation,371
6582,HOBBIES_2_069_CA_3_validation,98
6583,HOBBIES_2_070_CA_3_validation,289
6584,HOBBIES_2_071_CA_3_validation,157
6585,HOBBIES_2_072_CA_3_validation,288
6586,HOBBIES_2_073_CA_3_validation,335
6587,HOBBIES_2_074_CA_3_validation,224
6588,HOBBIES_2_075_CA_3_validation,584
6589,HOBBIES_2_076_CA_3_validation,590
6590,HOBBIES_2_077_CA_3_validation,221
6591,HOBBIES_2_078_CA_3_validation,458
6592,HOBBIES_2_079_CA_3_validation,701
6593,HOBBIES_2_080_CA_3_validation,405
6594,HOBBIES_2_081_CA_3_validation,273
6595,HOBBIES_2_082_CA_3_validation,146
6596,HOBBIES_2_083_CA_3_validation,148
6597,HOBBIES_2_084_CA_3_validation,124
6598,HOBBIES_2_085_CA_3_validation,399
6599,HOBBIES_2_086_CA_3_validation,600
6600,HOBBIES_2_087_CA_3_validation,157
6601,HOBBIES_2_088_CA_3_validation,228
6602,HOBBIES_2_089_CA_3_validation,420
6603,HOBBIES_2_090_CA_3_validation,273
6604,HOBBIES_2_091_CA_3_validation,44
6605,HOBBIES_2_092_CA_3_validation,256
6606,HOBBIES_2_093_CA_3_validation,377
6607,HOBBIES_2_094_CA_3_validation,242
6608,HOBBIES_2_095_CA_3_validation,439
6609,HOBBIES_2_096_CA_3_validation,273
6610,HOBBIES_2_097_CA_3_validation,578
6611,HOBBIES_2_098_CA_3_validation,439
6612,HOBBIES_2_099_CA_3_validation,236
6613,HOBBIES_2_100_CA_3_validation,589
6614,HOBBIES_2_101_CA_3_validation,31
6615,HOBBIES_2_102_CA_3_validation,343
6616,HOBBIES_2_103_CA_3_validation,139
6617,HOBBIES_2_104_CA_3_validation,19
6618,HOBBIES_2_105_CA_3_validation,551
6619,HOBBIES_2_106_CA_3_validation,242
6620,HOBBIES_2_107_CA_3_validation,77
6621,HOBBIES_2_108_CA_3_validation,4
6622,HOBBIES_2_109_CA_3_validation,10
6623,HOBBIES_2_110_CA_3_validation,405
6624,HOBBIES_2_111_CA_3_validation,702
6625,HOBBIES_2_112_CA_3_validation,394
6626,HOBBIES_2_113_CA_3_validation,132
6627,HOBBIES_2_114_CA_3_validation,82
6628,HOBBIES_2_115_CA_3_validation,458
6629,HOBBIES_2_116_CA_3_validation,60
6630,HOBBIES_2_117_CA_3_validation,458
6631,HOBBIES_2_118_CA_3_validation,2
6632,HOBBIES_2_119_CA_3_validation,343
6633,HOBBIES_2_120_CA_3_validation,313
6634,HOBBIES_2_121_CA_3_validation,405
6635,HOBBIES_2_122_CA_3_validation,351
6636,HOBBIES_2_123_CA_3_validation,98
6637,HOBBIES_2_124_CA_3_validation,44
6638,HOBBIES_2_125_CA_3_validation,703
6639,HOBBIES_2_126_CA_3_validation,31
6640,HOBBIES_2_127_CA_3_validation,410
6641,HOBBIES_2_128_CA_3_validation,39
6642,HOBBIES_2_129_CA_3_validation,118
6643,HOBBIES_2_130_CA_3_validation,105
6644,HOBBIES_2_131_CA_3_validation,343
6645,HOBBIES_2_132_CA_3_validation,532
6646,HOBBIES_2_133_CA_3_validation,600
6647,HOBBIES_2_134_CA_3_validation,222
6648,HOBBIES_2_135_CA_3_validation,532
6649,HOBBIES_2_136_CA_3_validation,409
6650,HOBBIES_2_137_CA_3_validation,261
6651,HOBBIES_2_138_CA_3_validation,455
6652,HOBBIES_2_139_CA_3_validation,381
6653,HOBBIES_2_140_CA_3_validation,277
6654,HOBBIES_2_141_CA_3_validation,31
6655,HOBBIES_2_142_CA_3_validation,148
6656,HOBBIES_2_143_CA_3_validation,82
6657,HOBBIES_2_144_CA_3_validation,559
6658,HOBBIES_2_145_CA_3_validation,301
6659,HOBBIES_2_146_CA_3_validation,209
6660,HOBBIES_2_147_CA_3_validation,86
6661,HOBBIES_2_148_CA_3_validation,542
6662,HOBBIES_2_149_CA_3_validation,405
6663,HOUSEHOLD_1_001_CA_3_validation,261
6664,HOUSEHOLD_1_002_CA_3_validation,194
6665,HOUSEHOLD_1_003_CA_3_validation,566
6666,HOUSEHOLD_1_004_CA_3_validation,178
6667,HOUSEHOLD_1_005_CA_3_validation,165
6668,HOUSEHOLD_1_006_CA_3_validation,58
6669,HOUSEHOLD_1_007_CA_3_validation,10
6670,HOUSEHOLD_1_008_CA_3_validation,51
6671,HOUSEHOLD_1_009_CA_3_validation,279
6672,HOUSEHOLD_1_010_CA_3_validation,145
6673,HOUSEHOLD_1_011_CA_3_validation,551
6674,HOUSEHOLD_1_012_CA_3_validation,482
6675,HOUSEHOLD_1_013_CA_3_validation,374
6676,HOUSEHOLD_1_014_CA_3_validation,495
6677,HOUSEHOLD_1_015_CA_3_validation,256
6678,HOUSEHOLD_1_016_CA_3_validation,552
6679,HOUSEHOLD_1_017_CA_3_validation,394
6680,HOUSEHOLD_1_018_CA_3_validation,422
6681,HOUSEHOLD_1_019_CA_3_validation,405
6682,HOUSEHOLD_1_020_CA_3_validation,221
6683,HOUSEHOLD_1_021_CA_3_validation,559
6684,HOUSEHOLD_1_022_CA_3_validation,146
6685,HOUSEHOLD_1_023_CA_3_validation,355
6686,HOUSEHOLD_1_024_CA_3_validation,220
6687,HOUSEHOLD_1_025_CA_3_validation,405
6688,HOUSEHOLD_1_026_CA_3_validation,359
6689,HOUSEHOLD_1_027_CA_3_validation,542
6690,HOUSEHOLD_1_028_CA_3_validation,518
6691,HOUSEHOLD_1_029_CA_3_validation,242
6692,HOUSEHOLD_1_030_CA_3_validation,220
6693,HOUSEHOLD_1_032_CA_3_validation,236
6694,HOUSEHOLD_1_033_CA_3_validation,355
6695,HOUSEHOLD_1_034_CA_3_validation,303
6696,HOUSEHOLD_1_035_CA_3_validation,256
6697,HOUSEHOLD_1_036_CA_3_validation,228
6698,HOUSEHOLD_1_037_CA_3_validation,447
6699,HOUSEHOLD_1_038_CA_3_validation,56
6700,HOUSEHOLD_1_039_CA_3_validation,559
6701,HOUSEHOLD_1_040_CA_3_validation,566
6702,HOUSEHOLD_1_042_CA_3_validation,566
6703,HOUSEHOLD_1_043_CA_3_validation,252
6704,HOUSEHOLD_1_044_CA_3_validation,493
6705,HOUSEHOLD_1_045_CA_3_validation,359
6706,HOUSEHOLD_1_046_CA_3_validation,361
6707,HOUSEHOLD_1_047_CA_3_validation,533
6708,HOUSEHOLD_1_048_CA_3_validation,465
6709,HOUSEHOLD_1_049_CA_3_validation,704
6710,HOUSEHOLD_1_050_CA_3_validation,279
6711,HOUSEHOLD_1_051_CA_3_validation,566
6712,HOUSEHOLD_1_052_CA_3_validation,124
6713,HOUSEHOLD_1_053_CA_3_validation,566
6714,HOUSEHOLD_1_054_CA_3_validation,256
6715,HOUSEHOLD_1_055_CA_3_validation,86
6716,HOUSEHOLD_1_056_CA_3_validation,289
6717,HOUSEHOLD_1_057_CA_3_validation,405
6718,HOUSEHOLD_1_058_CA_3_validation,527
6719,HOUSEHOLD_1_059_CA_3_validation,584
6720,HOUSEHOLD_1_060_CA_3_validation,2
6721,HOUSEHOLD_1_061_CA_3_validation,527
6722,HOUSEHOLD_1_062_CA_3_validation,256
6723,HOUSEHOLD_1_063_CA_3_validation,221
6724,HOUSEHOLD_1_064_CA_3_validation,374
6725,HOUSEHOLD_1_065_CA_3_validation,42
6726,HOUSEHOLD_1_066_CA_3_validation,527
6727,HOUSEHOLD_1_067_CA_3_validation,538
6728,HOUSEHOLD_1_068_CA_3_validation,391
6729,HOUSEHOLD_1_069_CA_3_validation,72
6730,HOUSEHOLD_1_070_CA_3_validation,105
6731,HOUSEHOLD_1_071_CA_3_validation,566
6732,HOUSEHOLD_1_072_CA_3_validation,591
6733,HOUSEHOLD_1_073_CA_3_validation,98
6734,HOUSEHOLD_1_074_CA_3_validation,362
6735,HOUSEHOLD_1_075_CA_3_validation,370
6736,HOUSEHOLD_1_076_CA_3_validation,370
6737,HOUSEHOLD_1_077_CA_3_validation,394
6738,HOUSEHOLD_1_078_CA_3_validation,183
6739,HOUSEHOLD_1_079_CA_3_validation,277
6740,HOUSEHOLD_1_080_CA_3_validation,236
6741,HOUSEHOLD_1_081_CA_3_validation,194
6742,HOUSEHOLD_1_082_CA_3_validation,500
6743,HOUSEHOLD_1_083_CA_3_validation,370
6744,HOUSEHOLD_1_085_CA_3_validation,209
6745,HOUSEHOLD_1_086_CA_3_validation,80
6746,HOUSEHOLD_1_087_CA_3_validation,405
6747,HOUSEHOLD_1_088_CA_3_validation,548
6748,HOUSEHOLD_1_089_CA_3_validation,273
6749,HOUSEHOLD_1_090_CA_3_validation,538
6750,HOUSEHOLD_1_091_CA_3_validation,9
6751,HOUSEHOLD_1_092_CA_3_validation,261
6752,HOUSEHOLD_1_093_CA_3_validation,242
6753,HOUSEHOLD_1_094_CA_3_validation,423
6754,HOUSEHOLD_1_095_CA_3_validation,385
6755,HOUSEHOLD_1_096_CA_3_validation,279
6756,HOUSEHOLD_1_097_CA_3_validation,394
6757,HOUSEHOLD_1_098_CA_3_validation,404
6758,HOUSEHOLD_1_099_CA_3_validation,49
6759,HOUSEHOLD_1_100_CA_3_validation,277
6760,HOUSEHOLD_1_101_CA_3_validation,399
6761,HOUSEHOLD_1_102_CA_3_validation,245
6762,HOUSEHOLD_1_103_CA_3_validation,167
6763,HOUSEHOLD_1_104_CA_3_validation,236
6764,HOUSEHOLD_1_105_CA_3_validation,559
6765,HOUSEHOLD_1_106_CA_3_validation,278
6766,HOUSEHOLD_1_107_CA_3_validation,405
6767,HOUSEHOLD_1_108_CA_3_validation,419
6768,HOUSEHOLD_1_109_CA_3_validation,465
6769,HOUSEHOLD_1_110_CA_3_validation,289
6770,HOUSEHOLD_1_112_CA_3_validation,512
6771,HOUSEHOLD_1_113_CA_3_validation,584
6772,HOUSEHOLD_1_114_CA_3_validation,355
6773,HOUSEHOLD_1_115_CA_3_validation,289
6774,HOUSEHOLD_1_116_CA_3_validation,178
6775,HOUSEHOLD_1_117_CA_3_validation,408
6776,HOUSEHOLD_1_118_CA_3_validation,269
6777,HOUSEHOLD_1_119_CA_3_validation,201
6778,HOUSEHOLD_1_120_CA_3_validation,236
6779,HOUSEHOLD_1_121_CA_3_validation,437
6780,HOUSEHOLD_1_122_CA_3_validation,202
6781,HOUSEHOLD_1_123_CA_3_validation,216
6782,HOUSEHOLD_1_124_CA_3_validation,242
6783,HOUSEHOLD_1_125_CA_3_validation,9
6784,HOUSEHOLD_1_126_CA_3_validation,289
6785,HOUSEHOLD_1_127_CA_3_validation,479
6786,HOUSEHOLD_1_128_CA_3_validation,575
6787,HOUSEHOLD_1_129_CA_3_validation,232
6788,HOUSEHOLD_1_130_CA_3_validation,261
6789,HOUSEHOLD_1_131_CA_3_validation,99
6790,HOUSEHOLD_1_132_CA_3_validation,566
6791,HOUSEHOLD_1_133_CA_3_validation,419
6792,HOUSEHOLD_1_134_CA_3_validation,69
6793,HOUSEHOLD_1_135_CA_3_validation,596
6794,HOUSEHOLD_1_136_CA_3_validation,279
6795,HOUSEHOLD_1_137_CA_3_validation,157
6796,HOUSEHOLD_1_138_CA_3_validation,566
6797,HOUSEHOLD_1_139_CA_3_validation,20
6798,HOUSEHOLD_1_140_CA_3_validation,566
6799,HOUSEHOLD_1_141_CA_3_validation,19
6800,HOUSEHOLD_1_142_CA_3_validation,584
6801,HOUSEHOLD_1_143_CA_3_validation,511
6802,HOUSEHOLD_1_144_CA_3_validation,270
6803,HOUSEHOLD_1_145_CA_3_validation,310
6804,HOUSEHOLD_1_146_CA_3_validation,277
6805,HOUSEHOLD_1_147_CA_3_validation,98
6806,HOUSEHOLD_1_148_CA_3_validation,551
6807,HOUSEHOLD_1_149_CA_3_validation,527
6808,HOUSEHOLD_1_150_CA_3_validation,118
6809,HOUSEHOLD_1_151_CA_3_validation,405
6810,HOUSEHOLD_1_152_CA_3_validation,279
6811,HOUSEHOLD_1_153_CA_3_validation,31
6812,HOUSEHOLD_1_154_CA_3_validation,566
6813,HOUSEHOLD_1_155_CA_3_validation,584
6814,HOUSEHOLD_1_156_CA_3_validation,551
6815,HOUSEHOLD_1_157_CA_3_validation,221
6816,HOUSEHOLD_1_158_CA_3_validation,595
6817,HOUSEHOLD_1_159_CA_3_validation,261
6818,HOUSEHOLD_1_160_CA_3_validation,439
6819,HOUSEHOLD_1_161_CA_3_validation,256
6820,HOUSEHOLD_1_162_CA_3_validation,406
6821,HOUSEHOLD_1_163_CA_3_validation,508
6822,HOUSEHOLD_1_164_CA_3_validation,559
6823,HOUSEHOLD_1_165_CA_3_validation,183
6824,HOUSEHOLD_1_166_CA_3_validation,577
6825,HOUSEHOLD_1_167_CA_3_validation,440
6826,HOUSEHOLD_1_168_CA_3_validation,370
6827,HOUSEHOLD_1_169_CA_3_validation,495
6828,HOUSEHOLD_1_170_CA_3_validation,359
6829,HOUSEHOLD_1_171_CA_3_validation,193
6830,HOUSEHOLD_1_172_CA_3_validation,269
6831,HOUSEHOLD_1_173_CA_3_validation,36
6832,HOUSEHOLD_1_174_CA_3_validation,148
6833,HOUSEHOLD_1_175_CA_3_validation,173
6834,HOUSEHOLD_1_176_CA_3_validation,112
6835,HOUSEHOLD_1_177_CA_3_validation,124
6836,HOUSEHOLD_1_178_CA_3_validation,495
6837,HOUSEHOLD_1_179_CA_3_validation,394
6838,HOUSEHOLD_1_180_CA_3_validation,209
6839,HOUSEHOLD_1_181_CA_3_validation,595
6840,HOUSEHOLD_1_182_CA_3_validation,62
6841,HOUSEHOLD_1_183_CA_3_validation,566
6842,HOUSEHOLD_1_184_CA_3_validation,132
6843,HOUSEHOLD_1_185_CA_3_validation,566
6844,HOUSEHOLD_1_186_CA_3_validation,230
6845,HOUSEHOLD_1_187_CA_3_validation,382
6846,HOUSEHOLD_1_188_CA_3_validation,517
6847,HOUSEHOLD_1_189_CA_3_validation,191
6848,HOUSEHOLD_1_190_CA_3_validation,246
6849,HOUSEHOLD_1_191_CA_3_validation,243
6850,HOUSEHOLD_1_192_CA_3_validation,40
6851,HOUSEHOLD_1_193_CA_3_validation,273
6852,HOUSEHOLD_1_194_CA_3_validation,192
6853,HOUSEHOLD_1_195_CA_3_validation,434
6854,HOUSEHOLD_1_196_CA_3_validation,316
6855,HOUSEHOLD_1_197_CA_3_validation,224
6856,HOUSEHOLD_1_198_CA_3_validation,261
6857,HOUSEHOLD_1_199_CA_3_validation,495
6858,HOUSEHOLD_1_200_CA_3_validation,355
6859,HOUSEHOLD_1_201_CA_3_validation,84
6860,HOUSEHOLD_1_202_CA_3_validation,25
6861,HOUSEHOLD_1_203_CA_3_validation,335
6862,HOUSEHOLD_1_204_CA_3_validation,289
6863,HOUSEHOLD_1_205_CA_3_validation,424
6864,HOUSEHOLD_1_206_CA_3_validation,551
6865,HOUSEHOLD_1_207_CA_3_validation,173
6866,HOUSEHOLD_1_208_CA_3_validation,2
6867,HOUSEHOLD_1_209_CA_3_validation,595
6868,HOUSEHOLD_1_210_CA_3_validation,236
6869,HOUSEHOLD_1_211_CA_3_validation,394
6870,HOUSEHOLD_1_212_CA_3_validation,428
6871,HOUSEHOLD_1_213_CA_3_validation,20
6872,HOUSEHOLD_1_214_CA_3_validation,113
6873,HOUSEHOLD_1_215_CA_3_validation,6
6874,HOUSEHOLD_1_216_CA_3_validation,209
